"Banque","Ville","Code BIC","Code Banque","Code Pays 2c","Code Localité","Code agence"
"CAISSE D'EPARGNE ILE DE FRANCE","PARIS","CEPAFRPP751","CEPA","FR","PP","751"
"CAISSE D'EPARGNE LOIRE CENTRE","ORLEANS","CEPAFRPP450","CEPA","FR","PP","450"
"CAISSE D'EPARGNE NORD FRANCE EUROPE","LILLE","CEPAFRPP627","CEPA","FR","PP","627"
"CAISSE D'EPARGNE NORMANDIE","BOIS GUILLAUME","CEPAFRPP142","CEPA","FR","PP","142"
"CAISSE D'EPARGNE PROVENCE ALPES CORSE","MARSEILLE","CEPAFRPP131","CEPA","FR","PP","131"
"CAISSE D'EPARGNE RHONE ALPES","LYON","CEPAFRPP382","CEPA","FR","PP","382"
"CAISSE D'EPARGNE TRADE","PARIS","CEPAFRPPTRD","CEPA","FR","PP","TRD"
"CAISSE DES DEPOTS ET CONSIGNATIONS","PARIS","CDCGFRPPCAC","CDCG","FR","PP","CAC"
"CAISSE DES DEPOTS ET CONSIGNATIONS","PARIS","CDCGFRPPFRR","CDCG","FR","PP","FRR"
"CAISSE DES DEPOTS ET CONSIGNATIONS","PARIS","CDCGFRPPOAC","CDCG","FR","PP","OAC"
"CAISSE DES DEPOTS ET CONSIGNATIONS","PARIS","CDCGFRPPPAC","CDCG","FR","PP","PAC"
"CAISSE DES DEPOTS ET CONSIGNATIONS","PARIS","CDCGFRPP","CDCG","FR","PP",""
"CAISSE FRANCAISE DE FINANCEMENT LOCAL","ISSY LES MOULINEAUX","DXMAFRPP","DXMA","FR","PP",""
"CAISSES D'EPARGNE-GROUPE BPCE","PARIS","CEPAFRPP","CEPA","FR","PP",""
"CAISSES D'EPARGNE-GROUPE BPCE","PARIS","CEPAFRPP950","CEPA","FR","PP","950"
"CAIXA GERAL DE DEPOSITOS","PARIS","CGDIFRPP","CGDI","FR","PP",""
"CAMAIEU SA","ROUBAIX","CMAIFR22","CMAI","FR","22",""
"CANDRIAM FRANCE SA","PARIS","DXAMFRPP","DXAM","FR","PP",""
"CAP GEMINI SERVICE SAS","PARIS","CAPGFRPP","CAPG","FR","PP",""
"CARREFOUR BANQUE","EVRY","SOAPFR22","SOAP","FR","22",""
"CASDEN-BANQUE POPULAIRE","NOISIEL","CCBPFRPPCAS","CCBP","FR","PP","CAS"
"CAT COMPAGNIE D'AFFRETEMENT ET DE TRANSPORT","BOULOGNE BILLANCOURT","TCATFRPP","TCAT","FR","PP",""
"CBASE","FERQUES","CBSEFR22","CBSE","FR","22",""
"CFAO","SEVRES","CFAFFR22","CFAF","FR","22",""
"CHANEL","NEUILLY SUR SEINE","CHNLFR22","CHNL","FR","22",""
"CHOLET DUPONT SA","PARIS","CHDUFRPP","CHDU","FR","PP",""
"CHRISTIAN DIOR COUTURE","PARIS","DCOUFRPP","DCOU","FR","PP",""
"CITIBANK INTERNATIONAL LIMITED FRANCE BRANCH","PARIS","CITIFRPPSEC","CITI","FR","PP","SEC"
"CITIBANK INTERNATIONAL LIMITED FRANCE BRANCH","PARIS","CITIFRPP","CITI","FR","PP",""
"CLF BANQUE","PARIS","CLBQFRCC","CLBQ","FR","CC",""
"CLUB MEDITERRANEE","PARIS","CMEDFRPP","CMED","FR","PP",""
"CM - CIC BANQUES","PARIS","CMCIFRPP","CMCI","FR","PP",""
"CM - CIC BANQUES","PARIS","CMCIFRPPCOR","CMCI","FR","PP","COR"
"CMA CGM","MARSEILLE","CMAGFR22","CMAG","FR","22",""
"CNP ASSURANCES","PARIS","CNPAFRPP","CNPA","FR","PP",""
"COFACE","BOIS COLOMBES","COFAFR22","COFA","FR","22",""
"COFACREDIT","PARIS","COFEFR2P","COFE","FR","2P",""
"COMMERZBANK AG","PARIS","COBAFRPX","COBA","FR","PX",""
"COMMERZBANK AG","PARIS","COBAFRPXTPA","COBA","FR","PX","TPA"
"COMPAGNIE DE FINANCEMENT FONCIER","PARIS","CFFOFRPP","CFFO","FR","PP",""
"COMPAGNIE DE FINANCEMENT FONCIER","PARIS","CFFOFRPPSSS","CFFO","FR","PP","SSS"
"COMPAGNIE DE SAINT-GOBAIN","COURBEVOIE","SGOBFRPP","SGOB","FR","PP",""
"COMPAGNIE DES ALPES","BOULOGNE BILLANCOURT","CDALFRPP","CDAL","FR","PP",""
"COMPAGNIE FINANCIERE ET DE PARTICIPATIONS ROULLIER","SAINT MALO","ROULFR22","ROUL","FR","22",""
"COMPAGNIE GENERALE DE LOCATION D'EQUIPEMENTS","MARCQ EN BAROEUL","CGLEFR2M","CGLE","FR","2M",""
"COMPAGNIE PLASTIC OMNIUM","LYON","POMNFR22","POMN","FR","22",""
"COUNCIL OF EUROPE DEVELOPMENT BANK","PARIS","CEFPFRPP","CEFP","FR","PP",""
"CP OR DEVISES","PARIS","PBIFRPP","PBIF","RP","P",""
"CPI","CROISSY SUR SEINE","CPIIFRPP","CPII","FR","PP",""
"CPR ASSET MANAGEMENT","PARIS","CPRMFRPP","CPRM","FR","PP",""
"CPRPSNCF","MARSEILLE","CPRPFR22","CPRP","FR","22",""
"CRC MARIT MUT ATLANTIQUE","SAINT HERBLAIN","CCBPFRPP219","CCBP","FR","PP","219"
"CRC MARIT MUTUEL DU LITTORAL SUD OUEST","LA ROCHELLE","CCBPFRPP169","CCBP","FR","PP","169"
"CRCMM DE BRETAGNE NORMANDIE","QUIMPER","CCBPFRPP149","CCBP","FR","PP","149"
"CREDIT AGRICOLE","ABBEVILLE","AGRIFRPPABV","AGRI","FR","PP","ABV"
"CREDIT AGRICOLE","AGDE","AGRIFRPPAGD","AGRI","FR","PP","AGD"
"CREDIT AGRICOLE","AGEN","AGRIFRPPAGN","AGRI","FR","PP","AGN"
"CREDIT AGRICOLE","AIRE SUR L'ADOUR","AGRIFRPPAIR","AGRI","FR","PP","AIR"
"CREDIT AGRICOLE","AIX EN PROVENCE","AGRIFRPPAIX","AGRI","FR","PP","AIX"
"CREDIT AGRICOLE","AIX LES BAINS","AGRIFRPPAIB","AGRI","FR","PP","AIB"
"CREDIT AGRICOLE","AJACCIO","AGRIFRPP820","AGRI","FR","PP","820"
"CREDIT AGRICOLE","ALBERTVILLE","AGRIFRPPALB","AGRI","FR","PP","ALB"
"CREDIT AGRICOLE","ALBI","AGRIFRPP812","AGRI","FR","PP","812"
"CREDIT AGRICOLE","ALENCON","AGRIFRPPALN","AGRI","FR","PP","ALN"
"CREDIT AGRICOLE","ALENCON","AGRIFRPPALO","AGRI","FR","PP","ALO"
"CREDIT AGRICOLE","ALES","AGRIFRPPALE","AGRI","FR","PP","ALE"
"CREDIT AGRICOLE","AMBERT","AGRIFRPPAMB","AGRI","FR","PP","AMB"
"CREDIT AGRICOLE","AMIENS","AGRIFRPP887","AGRI","FR","PP","887"
"CREDIT AGRICOLE","ANCENIS","AGRIFRPPANC","AGRI","FR","PP","ANC"
"CREDIT AGRICOLE","ANGERS","AGRIFRPPAGS","AGRI","FR","PP","AGS"
"CREDIT AGRICOLE","ANGOULEME","AGRIFRPPANG","AGRI","FR","PP","ANG"
"CREDIT AGRICOLE","ANNECY LE VIEUX","AGRIFRPP881","AGRI","FR","PP","881"
"CREDIT AGRICOLE","ANNEMASSE","AGRIFRPPANM","AGRI","FR","PP","ANM"
"CREDIT AGRICOLE","ANNONAY","AGRIFRPPANN","AGRI","FR","PP","ANN"
"CREDIT AGRICOLE","ANTIBES","AGRIFRPPANT","AGRI","FR","PP","ANT"
"CREDIT AGRICOLE","APT","AGRIFRPPAPT","AGRI","FR","PP","APT"
"CREDIT AGRICOLE","ARCACHON","AGRIFRPPARC","AGRI","FR","PP","ARC"
"CREDIT AGRICOLE","ARCUEIL","AGRIFRPPARU","AGRI","FR","PP","ARU"
"CREDIT AGRICOLE","ARGENTAN","AGRIFRPPART","AGRI","FR","PP","ART"
"CREDIT AGRICOLE","ARGENTEUIL","AGRIFRPPARG","AGRI","FR","PP","ARG"
"CREDIT AGRICOLE","ARLES","AGRIFRPP813","AGRI","FR","PP","813"
"CREDIT AGRICOLE","ARMENTIERES","AGRIFRPPARM","AGRI","FR","PP","ARM"
"CREDIT AGRICOLE","ARRAS","AGRIFRPPARR","AGRI","FR","PP","ARR"
"CREDIT AGRICOLE","ASNIERES SUR SEINE","AGRIFRPPASN","AGRI","FR","PP","ASN"
"CREDIT AGRICOLE","AUBAGNE","AGRIFRPPABG","AGRI","FR","PP","ABG"
"CREDIT AGRICOLE","AUBENAS","AGRIFRPPAUE","AGRI","FR","PP","AUE"
"CREDIT AGRICOLE","AUBERVILLIERS","AGRIFRPPAUB","AGRI","FR","PP","AUB"
"CREDIT AGRICOLE","AUCAMVILLE","AGRIFRPPAUI","AGRI","FR","PP","AUI"
"CREDIT AGRICOLE","AUCH","AGRIFRPPAUC","AGRI","FR","PP","AUC"
"CREDIT AGRICOLE","AURIOL","AGRIFRPPAUR","AGRI","FR","PP","AUR"
"CREDIT AGRICOLE","AUTERIVE","AGRIFRPPAUT","AGRI","FR","PP","AUT"
"CREDIT AGRICOLE","AUTUN","AGRIFRPPAUN","AGRI","FR","PP","AUN"
"CREDIT AGRICOLE","AUXERRE","AGRIFRPPAUX","AGRI","FR","PP","AUX"
"CREDIT AGRICOLE","AVIGNON","AGRIFRPPAVI","AGRI","FR","PP","AVI"
"CREDIT AGRICOLE","AVORIAZ","AGRIFRPPAVO","AGRI","FR","PP","AVO"
"CREDIT AGRICOLE","AVRANCHES","AGRIFRPPAVR","AGRI","FR","PP","AVR"
"CREDIT AGRICOLE","BACCARAT","AGRIFRPPBAC","AGRI","FR","PP","BAC"
"CREDIT AGRICOLE","BAGNERE DE LUCHON","AGRIFRPPBLN","AGRI","FR","PP","BLN"
"CREDIT AGRICOLE","BAGNOLS SUR CEZE","AGRIFRPPBAG","AGRI","FR","PP","BAG"
"CREDIT AGRICOLE","BANDOL","AGRIFRPPBAN","AGRI","FR","PP","BAN"
"CREDIT AGRICOLE","BAR LE DUC","AGRIFRPPBAR","AGRI","FR","PP","BAR"
"CREDIT AGRICOLE","BASTIA","AGRIFRPPBAS","AGRI","FR","PP","BAS"
"CREDIT AGRICOLE","BAYEUX","AGRIFRPPBAX","AGRI","FR","PP","BAX"
"CREDIT AGRICOLE","BAYONNE","AGRIFRPPBAY","AGRI","FR","PP","BAY"
"CREDIT AGRICOLE","BAZAS","AGRIFRPPBAZ","AGRI","FR","PP","BAZ"
"CREDIT AGRICOLE","BEAUJEU","AGRIFRPPBEJ","AGRI","FR","PP","BEJ"
"CREDIT AGRICOLE","BEAUMES DE VENISE","AGRIFRPPBDV","AGRI","FR","PP","BDV"
"CREDIT AGRICOLE","BEAUMONT SUR OISE","AGRIFRPPBSO","AGRI","FR","PP","BSO"
"CREDIT AGRICOLE","BEAUNE","AGRIFRPPBEA","AGRI","FR","PP","BEA"
"CREDIT AGRICOLE","BEAUVAIS","AGRIFRPPBEV","AGRI","FR","PP","BEV"
"CREDIT AGRICOLE","BEDARIEUX","AGRIFRPPBED","AGRI","FR","PP","BED"
"CREDIT AGRICOLE","BELFORT","AGRIFRPPBLT","AGRI","FR","PP","BLT"
"CREDIT AGRICOLE","BELLEGARDE SUR VALSERINE","AGRIFRPPBEL","AGRI","FR","PP","BEL"
"CREDIT AGRICOLE","BELLEVILLE (RHONE)","AGRIFRPPBES","AGRI","FR","PP","BES"
"CREDIT AGRICOLE","BELLEVILLE (RHONE)","AGRIFRPPBER","AGRI","FR","PP","BER"
"CREDIT AGRICOLE","BERRE L'ETANG","AGRIFRPPBLG","AGRI","FR","PP","BLG"
"CREDIT AGRICOLE","BESANCON","AGRIFRPP825","AGRI","FR","PP","825"
"CREDIT AGRICOLE","BETHUNE","AGRIFRPPBET","AGRI","FR","PP","BET"
"CREDIT AGRICOLE","BEZIERS","AGRIFRPPBZR","AGRI","FR","PP","BZR"
"CREDIT AGRICOLE","BIARRITZ","AGRIFRPPBIA","AGRI","FR","PP","BIA"
"CREDIT AGRICOLE","BITCHE","AGRIFRPPBCE","AGRI","FR","PP","BCE"
"CREDIT AGRICOLE","BLAGNAC","AGRIFRPPBLA","AGRI","FR","PP","BLA"
"CREDIT AGRICOLE","BLAYE","AGRIFRPPBAE","AGRI","FR","PP","BAE"
"CREDIT AGRICOLE","BLOIS","AGRIFRPPBLO","AGRI","FR","PP","BLO"
"CREDIT AGRICOLE","BOBIGNY","AGRIFRPPBOB","AGRI","FR","PP","BOB"
"CREDIT AGRICOLE","BOE","AGRIFRPPBOE","AGRI","FR","PP","BOE"
"CREDIT AGRICOLE","BOLLENE","AGRIFRPPBOL","AGRI","FR","PP","BOL"
"CREDIT AGRICOLE","BONDUES","AGRIFRPPBOD","AGRI","FR","PP","BOD"
"CREDIT AGRICOLE","BONDY","AGRIFRPPBON","AGRI","FR","PP","BON"
"CREDIT AGRICOLE","BORDEAUX","AGRIFRPP833","AGRI","FR","PP","833"
"CREDIT AGRICOLE","BOULOGNE BILLANCOURT","AGRIFRPPBBT","AGRI","FR","PP","BBT"
"CREDIT AGRICOLE","BOULOGNE SUR MER","AGRIFRPPBSM","AGRI","FR","PP","BSM"
"CREDIT AGRICOLE","BOURG D'OISANS","AGRIFRPPBDO","AGRI","FR","PP","BDO"
"CREDIT AGRICOLE","BOURG EN BRESSE","AGRIFRPPBEB","AGRI","FR","PP","BEB"
"CREDIT AGRICOLE","BOURG LA REINE","AGRIFRPPBLR","AGRI","FR","PP","BLR"
"CREDIT AGRICOLE","BOURG SUR GIRONDE","AGRIFRPPBGI","AGRI","FR","PP","BGI"
"CREDIT AGRICOLE","BOURGES","AGRIFRPP848","AGRI","FR","PP","848"
"CREDIT AGRICOLE","BOURGOIN JALLIEU","AGRIFRPPBJA","AGRI","FR","PP","BJA"
"CREDIT AGRICOLE","BOURGOIN JALLIEU","AGRIFRPPBOJ","AGRI","FR","PP","BOJ"
"CREDIT AGRICOLE","BOUZONVILLE","AGRIFRPPBZV","AGRI","FR","PP","BZV"
"CREDIT AGRICOLE","BRESSUIRE","AGRIFRPPBRE","AGRI","FR","PP","BRE"
"CREDIT AGRICOLE","BREST","AGRIFRPPBST","AGRI","FR","PP","BST"
"CREDIT AGRICOLE","BRIANCON","AGRIFRPPBRN","AGRI","FR","PP","BRN"
"CREDIT AGRICOLE","BRIE SENART","AGRIFRPPBRT","AGRI","FR","PP","BRT"
"CREDIT AGRICOLE","BRIGNAIS","AGRIFRPPBRS","AGRI","FR","PP","BRS"
"CREDIT AGRICOLE","BRIGNOLES","AGRIFRPPBRG","AGRI","FR","PP","BRG"
"CREDIT AGRICOLE","BRIOUDE","AGRIFRPPBRI","AGRI","FR","PP","BRI"
"CREDIT AGRICOLE","BRIVE LA GAILLARDE","AGRIFRPPBRV","AGRI","FR","PP","BRV"
"CREDIT AGRICOLE","BRUNOY","AGRIFRPPBRU","AGRI","FR","PP","BRU"
"CREDIT AGRICOLE","CABANNES","AGRIFRPPCAB","AGRI","FR","PP","CAB"
"CREDIT AGRICOLE","CADILLAC","AGRIFRPPCAD","AGRI","FR","PP","CAD"
"CREDIT AGRICOLE","CAEN","AGRIFRPP866","AGRI","FR","PP","866"
"CREDIT AGRICOLE","CAGNES SUR MER","AGRIFRPPCAG","AGRI","FR","PP","CAG"
"CREDIT AGRICOLE","CAHORS","AGRIFRPPCAH","AGRI","FR","PP","CAH"
"CREDIT AGRICOLE","CALAIS","AGRIFRPPCAL","AGRI","FR","PP","CAL"
"CREDIT AGRICOLE","CAMBRAI","AGRIFRPPCAM","AGRI","FR","PP","CAM"
"CREDIT AGRICOLE","CANNES","AGRIFRPPCAN","AGRI","FR","PP","CAN"
"CREDIT AGRICOLE","CARCASSONNE","AGRIFRPPCAR","AGRI","FR","PP","CAR"
"CREDIT AGRICOLE","CARPENTRAS","AGRIFRPPCAT","AGRI","FR","PP","CAT"
"CREDIT AGRICOLE","CARQUEFOU (NANTES)","AGRIFRPPCAQ","AGRI","FR","PP","CAQ"
"CREDIT AGRICOLE","CASSIS","AGRIFRPPCSI","AGRI","FR","PP","CSI"
"CREDIT AGRICOLE","CASTELNAU DE MEDOC","AGRIFRPPCAC","AGRI","FR","PP","CAC"
"CREDIT AGRICOLE","CASTELNAUDARY","AGRIFRPPCNY","AGRI","FR","PP","CNY"
"CREDIT AGRICOLE","CASTRES","AGRIFRPPCAS","AGRI","FR","PP","CAS"
"CREDIT AGRICOLE","CAUDRY","AGRIFRPPCAU","AGRI","FR","PP","CAU"
"CREDIT AGRICOLE","CAVAILLON","AGRIFRPPCAV","AGRI","FR","PP","CAV"
"CREDIT AGRICOLE","CAVALAIRE","AGRIFRPPCVL","AGRI","FR","PP","CVL"
"CREDIT AGRICOLE","CERET","AGRIFRPPCET","AGRI","FR","PP","CET"
"CREDIT AGRICOLE","CERGY PONTOISE","AGRIFRPPCER","AGRI","FR","PP","CER"
"CREDIT AGRICOLE","CESSON SEVIGNE","AGRIFRPPCES","AGRI","FR","PP","CES"
"CREDIT AGRICOLE","CHABLIS","AGRIFRPPCIS","AGRI","FR","PP","CIS"
"CREDIT AGRICOLE","CHALLANS","AGRIFRPPCLL","AGRI","FR","PP","CLL"
"CREDIT AGRICOLE","CHALON SUR SAONE","AGRIFRPPCSS","AGRI","FR","PP","CSS"
"CREDIT AGRICOLE","CHALONS EN CHAMPAGNE","AGRIFRPPCEC","AGRI","FR","PP","CEC"
"CREDIT AGRICOLE","CHALONS EN CHAMPAGNE","AGRIFRPPCHA","AGRI","FR","PP","CHA"
"CREDIT AGRICOLE","CHAMBERY","AGRIFRPPCHY","AGRI","FR","PP","CHY"
"CREDIT AGRICOLE","CHAMONIX","AGRIFRPPCHX","AGRI","FR","PP","CHX"
"CREDIT AGRICOLE","CHAMPAGNE AU MONT D'OR","AGRIFRPPCMO","AGRI","FR","PP","CMO"
"CREDIT AGRICOLE","CHANTILLY","AGRIFRPPCHI","AGRI","FR","PP","CHI"
"CREDIT AGRICOLE","CHANTONNAY","AGRIFRPPCTY","AGRI","FR","PP","CTY"
"CREDIT AGRICOLE","CHARLEVILLE MEZIERES","AGRIFRPPCHM","AGRI","FR","PP","CHM"
"CREDIT AGRICOLE","CHARMES SUR RHONE","AGRIFRPPSRH","AGRI","FR","PP","SRH"
"CREDIT AGRICOLE","CHAROLLES","AGRIFRPPCHL","AGRI","FR","PP","CHL"
"CREDIT AGRICOLE","CHARTRES","AGRIFRPP844","AGRI","FR","PP","844"
"CREDIT AGRICOLE","CHASSENEUIL DU POITOU","AGRIFRPPCDP","AGRI","FR","PP","CDP"
"CREDIT AGRICOLE","CHASSIEU","AGRIFRPPLHS","AGRI","FR","PP","LHS"
"CREDIT AGRICOLE","CHASSIEU","AGRIFRPPCEU","AGRI","FR","PP","CEU"
"CREDIT AGRICOLE","CHATEAU SALINS","AGRIFRPPCSA","AGRI","FR","PP","CSA"
"CREDIT AGRICOLE","CHATEAU THIERRY","AGRIFRPPCHT","AGRI","FR","PP","CHT"
"CREDIT AGRICOLE","CHATEAUBRIANT","AGRIFRPPCHN","AGRI","FR","PP","CHN"
"CREDIT AGRICOLE","CHATEAUDUN","AGRIFRPPCHD","AGRI","FR","PP","CHD"
"CREDIT AGRICOLE","CHATEAURENARD","AGRIFRPPCHR","AGRI","FR","PP","CHR"
"CREDIT AGRICOLE","CHATEAUROUX","AGRIFRPPCHU","AGRI","FR","PP","CHU"
"CREDIT AGRICOLE","CHATELLERAULT","AGRIFRPPCTL","AGRI","FR","PP","CTL"
"CREDIT AGRICOLE","CHATOU","AGRIFRPPCOU","AGRI","FR","PP","COU"
"CREDIT AGRICOLE","CHAUMONT","AGRIFRPPCMT","AGRI","FR","PP","CMT"
"CREDIT AGRICOLE","CHELLES","AGRIFRPPCEE","AGRI","FR","PP","CEE"
"CREDIT AGRICOLE","CHERBOURG","AGRIFRPPCHE","AGRI","FR","PP","CHE"
"CREDIT AGRICOLE","CHOLET","AGRIFRPPCHO","AGRI","FR","PP","CHO"
"CREDIT AGRICOLE","CLERMONT","AGRIFRPPCLT","AGRI","FR","PP","CLT"
"CREDIT AGRICOLE","CLERMONT","AGRIFRPPCLM","AGRI","FR","PP","CLM"
"CREDIT AGRICOLE","CLERMONT FERRAND","AGRIFRPP868","AGRI","FR","PP","868"
"CREDIT AGRICOLE","CLICHY","AGRIFRPPCLY","AGRI","FR","PP","CLY"
"CREDIT AGRICOLE","CLISSON","AGRIFRPPCLI","AGRI","FR","PP","CLI"
"CREDIT AGRICOLE","CLUSES","AGRIFRPPCLU","AGRI","FR","PP","CLU"
"CREDIT AGRICOLE","COGNAC","AGRIFRPPCOG","AGRI","FR","PP","COG"
"CREDIT AGRICOLE","COLMAR","AGRIFRPPCOL","AGRI","FR","PP","COL"
"CREDIT AGRICOLE","COMPIEGNE","AGRIFRPPCMP","AGRI","FR","PP","CMP"
"CREDIT AGRICOLE","CONCARNEAU","AGRIFRPPCNU","AGRI","FR","PP","CNU"
"CREDIT AGRICOLE","CONDRIEU","AGRIFRPPCOD","AGRI","FR","PP","COD"
"CREDIT AGRICOLE","CONFLANS SAINTE HONORINE","AGRIFRPPCSH","AGRI","FR","PP","CSH"
"CREDIT AGRICOLE","CORBAS","AGRIFRPPCRB","AGRI","FR","PP","CRB"
"CREDIT AGRICOLE","CORBAS","AGRIFRPPCOS","AGRI","FR","PP","COS"
"CREDIT AGRICOLE","COULOMMIERS","AGRIFRPPCMM","AGRI","FR","PP","CMM"
"CREDIT AGRICOLE","COURBEVOIE","AGRIFRPPCCR","AGRI","FR","PP","CCR"
"CREDIT AGRICOLE","COURCHEVEL","AGRIFRPPCOV","AGRI","FR","PP","COV"
"CREDIT AGRICOLE","COURTHEZON","AGRIFRPPCTH","AGRI","FR","PP","CTH"
"CREDIT AGRICOLE","COUTANCES","AGRIFRPPCOT","AGRI","FR","PP","COT"
"CREDIT AGRICOLE","CREIL","AGRIFRPPCRE","AGRI","FR","PP","CRE"
"CREDIT AGRICOLE","CREMIEU","AGRIFRPPCRU","AGRI","FR","PP","CRU"
"CREDIT AGRICOLE","CREMIEU","AGRIFRPPCRM","AGRI","FR","PP","CRM"
"CREDIT AGRICOLE","CREON","AGRIFRPPCRO","AGRI","FR","PP","CRO"
"CREDIT AGRICOLE","CREPY EN VALOIS","AGRIFRPPCEV","AGRI","FR","PP","CEV"
"CREDIT AGRICOLE","CRETEIL","AGRIFRPPCRT","AGRI","FR","PP","CRT"
"CREDIT AGRICOLE","DAMMARTIN EN GOELE","AGRIFRPPDAM","AGRI","FR","PP","DAM"
"CREDIT AGRICOLE","DAX","AGRIFRPPDAX","AGRI","FR","PP","DAX"
"CREDIT AGRICOLE","DECAZEVILLE","AGRIFRPPDEC","AGRI","FR","PP","DEC"
"CREDIT AGRICOLE","DECINES CHARPIEU","AGRIFRPPDIC","AGRI","FR","PP","DIC"
"CREDIT AGRICOLE","DECIZE","AGRIFRPPDEI","AGRI","FR","PP","DEI"
"CREDIT AGRICOLE","DIEPPE","AGRIFRPPDIE","AGRI","FR","PP","DIE"
"CREDIT AGRICOLE","DIGOIN","AGRIFRPPDIG","AGRI","FR","PP","DIG"
"CREDIT AGRICOLE","DIJON","AGRIFRPPDIJ","AGRI","FR","PP","DIJ"
"CREDIT AGRICOLE","DINAN","AGRIFRPPDIN","AGRI","FR","PP","DIN"
"CREDIT AGRICOLE","DOMENE","AGRIFRPPDOM","AGRI","FR","PP","DOM"
"CREDIT AGRICOLE","DOUAI","AGRIFRPPDOU","AGRI","FR","PP","DOU"
"CREDIT AGRICOLE","DRAGUIGNAN","AGRIFRPP891","AGRI","FR","PP","891"
"CREDIT AGRICOLE","DREUX","AGRIFRPPDRX","AGRI","FR","PP","DRX"
"CREDIT AGRICOLE","DUNKERQUE","AGRIFRPPDUN","AGRI","FR","PP","DUN"
"CREDIT AGRICOLE","ECULLY","AGRIFRPPECL","AGRI","FR","PP","ECL"
"CREDIT AGRICOLE","ELBEUF","AGRIFRPPELB","AGRI","FR","PP","ELB"
"CREDIT AGRICOLE","ENGHIEN LES BAINS","AGRIFRPPENG","AGRI","FR","PP","ENG"
"CREDIT AGRICOLE","EPERNAY","AGRIFRPPEPY","AGRI","FR","PP","EPY"
"CREDIT AGRICOLE","EPINAL","AGRIFRPPEPL","AGRI","FR","PP","EPL"
"CREDIT AGRICOLE","ERSTEIN","AGRIFRPPERS","AGRI","FR","PP","ERS"
"CREDIT AGRICOLE","ESPALION","AGRIFRPPESP","AGRI","FR","PP","ESP"
"CREDIT AGRICOLE","ETAMPES","AGRIFRPPETA","AGRI","FR","PP","ETA"
"CREDIT AGRICOLE","EVREUX","AGRIFRPPEVX","AGRI","FR","PP","EVX"
"CREDIT AGRICOLE","EVRY","AGRIFRPPEVR","AGRI","FR","PP","EVR"
"CREDIT AGRICOLE","FALAISE","AGRIFRPPFAL","AGRI","FR","PP","FAL"
"CREDIT AGRICOLE","FAYENCE","AGRIFRPPFAY","AGRI","FR","PP","FAY"
"CREDIT AGRICOLE","FECAMP","AGRIFRPPFEC","AGRI","FR","PP","FEC"
"CREDIT AGRICOLE","FERNEY VOLTAIRE","AGRIFRPPFEV","AGRI","FR","PP","FEV"
"CREDIT AGRICOLE","FEYZIN","AGRIFRPPFEY","AGRI","FR","PP","FEY"
"CREDIT AGRICOLE","FIGEAC","AGRIFRPPFIG","AGRI","FR","PP","FIG"
"CREDIT AGRICOLE","FLAINE","AGRIFRPPFLA","AGRI","FR","PP","FLA"
"CREDIT AGRICOLE","FLERS","AGRIFRPPFLE","AGRI","FR","PP","FLE"
"CREDIT AGRICOLE","FLEURIE","AGRIFRPPFLI","AGRI","FR","PP","FLI"
"CREDIT AGRICOLE","FOIX","AGRIFRPPFOX","AGRI","FR","PP","FOX"
"CREDIT AGRICOLE","FONTAINE","AGRIFRPPFON","AGRI","FR","PP","FON"
"CREDIT AGRICOLE","FONTAINEBLEAU","AGRIFRPPFOT","AGRI","FR","PP","FOT"
"CREDIT AGRICOLE","FONTENAY LE COMTE","AGRIFRPPFLC","AGRI","FR","PP","FLC"
"CREDIT AGRICOLE","FONTENAY SOUS BOIS","AGRIFRPPFSB","AGRI","FR","PP","FSB"
"CREDIT AGRICOLE","FORBACH","AGRIFRPPFRB","AGRI","FR","PP","FRB"
"CREDIT AGRICOLE","FOUGERES","AGRIFRPPFOG","AGRI","FR","PP","FOG"
"CREDIT AGRICOLE","FREJUS","AGRIFRPPFRE","AGRI","FR","PP","FRE"
"CREDIT AGRICOLE","FRIVILLE ESCARBOTIN","AGRIFRPPFRI","AGRI","FR","PP","FRI"
"CREDIT AGRICOLE","GAP","AGRIFRPPGAP","AGRI","FR","PP","GAP"
"CREDIT AGRICOLE","GARDANNE","AGRIFRPPGAR","AGRI","FR","PP","GAR"
"CREDIT AGRICOLE","GENAS","AGRIFRPPGNS","AGRI","FR","PP","GNS"
"CREDIT AGRICOLE","GENAS","AGRIFRPPGEN","AGRI","FR","PP","GEN"
"CREDIT AGRICOLE","GENNEVILLIERS","AGRIFRPPGNV","AGRI","FR","PP","GNV"
"CREDIT AGRICOLE","GEX","AGRIFRPPGEX","AGRI","FR","PP","GEX"
"CREDIT AGRICOLE","GIEN","AGRIFRPPGIE","AGRI","FR","PP","GIE"
"CREDIT AGRICOLE","GISORS","AGRIFRPPGIO","AGRI","FR","PP","GIO"
"CREDIT AGRICOLE","GISORS","AGRIFRPPGIS","AGRI","FR","PP","GIS"
"CREDIT AGRICOLE","GORNAC","AGRIFRPPGOR","AGRI","FR","PP","GOR"
"CREDIT AGRICOLE","GOURDON","AGRIFRPPGOU","AGRI","FR","PP","GOU"
"CREDIT AGRICOLE","GRANVILLE","AGRIFRPPGRA","AGRI","FR","PP","GRA"
"CREDIT AGRICOLE","GRASSE","AGRIFRPPGRS","AGRI","FR","PP","GRS"
